uid,bank_id,unit,learning_objectives,title,points,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer_label,num_choices,format_flags,source_file,source_qid
PHY1-F-CWDVF-10052025::work_problem_2,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 2,10,Situation: A particle travels along the x-axis while being acted upon by a net force described by the function $F(x) = -x^4 + 6x^3 - 3x^2 + 4$. Question: What is the symbolic expression for the work done by the force on the particle as it moves from position $x = 0$ to $x = x_2$?,$-(-\frac{1}{5}x_2^5 + \frac{3}{2}x_2^4 - x_2^3 + 4x_2)$,$\frac{d}{dx}[-\frac{1}{5}x^5 + \frac{3}{2}x^4 - x^3 + 4x]$,$(-x_2^4 + 6x_2^3 - 3x_2^2 + 4)(x_2)$,$-\frac{1}{5}x_2^5 + \frac{3}{2}x_2^4 - x_2^3 + 4x_2$,$\frac{1}{2}((-x_2^4 + 6x_2^3 - 3x_2^2 + 4) + (4))(x_2)$,,,,,,D,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_2
PHY1-F-CWDVF-10052025::work_problem_3,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 3,10,Situation: Consider an object displaced along the x-axis by a variable force given by $F(x) = \frac{1}{2}x^4 + 4x^3 - x^2 + 9$. Question: Determine the work done by this force as the object is displaced from the origin $x = 0$ to a final position $x = L$.,$(\frac{1}{2}L^4 + 4L^3 - L^2 + 9)(L)$,$\frac{1}{2}((\frac{1}{2}L^4 + 4L^3 - L^2 + 9) + (9))(L)$,$-(\frac{1}{10}L^5 + L^4 - \frac{1}{3}L^3 + 9L)$,$\frac{d}{dx}[\frac{1}{10}x^5 + x^4 - \frac{1}{3}x^3 + 9x]$,$\frac{1}{10}L^5 + L^4 - \frac{1}{3}L^3 + 9L$,,,,,,E,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_3
PHY1-F-CWDVF-10052025::work_problem_4,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 4,10,Situation: A block on a horizontal surface is pushed by a force that varies with position according to the function $F(x) = 8x^4 + x^3 - 5x^2 - 3$. Question: Which expression correctly represents the work done by the force as the block moves from $x = 0$ to $x = d$?,$\frac{1}{2}((8d^4 + d^3 - 5d^2 - 3) + (-3))(d)$,$\frac{d}{dx}[\frac{8}{5}x^5 + \frac{1}{4}x^4 - \frac{5}{3}x^3 - 3x]$,$\frac{8}{5}d^5 + \frac{1}{4}d^4 - \frac{5}{3}d^3 - 3d$,$(8d^4 + d^3 - 5d^2 - 3)(d)$,$-(\frac{8}{5}d^5 + \frac{1}{4}d^4 - \frac{5}{3}d^3 - 3d)$,,,,,,C,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_4
PHY1-F-CWDVF-10052025::work_problem_5,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 5,10,"Situation: An object is subject to a position-dependent force $F(x) = k_1x^4 - k_2x^3 + k_3x^2 + k_4$, where $k_1, k_2, k_3,$ and $k_4$ are constants. Question: Find the work done by the force on the object as it moves from $x = 0$ to a final position $x = x_f$.",$\frac{k_1}{5}x_f^5 - \frac{k_2}{4}x_f^4 + \frac{k_3}{3}x_f^3 + k_4x_f$,$\frac{d}{dx}[\frac{k_1}{5}x^5 - \frac{k_2}{4}x^4 + \frac{k_3}{3}x^3 + k_4x]$,$-(\frac{k_1}{5}x_f^5 - \frac{k_2}{4}x_f^4 + \frac{k_3}{3}x_f^3 + k_4x_f)$,$\frac{1}{2}((k_1x_f^4 - k_2x_f^3 + k_3x_f^2 + k_4) + (k_4))(x_f)$,$(k_1x_f^4 - k_2x_f^3 + k_3x_f^2 + k_4)(x_f)$,,,,,,A,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_5
PHY1-F-CWDVF-10052025::work_problem_6,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 6,10,"Situation: A force acting on a particle is a function of position, given by $F(x) = -3x^4 + 8x^3 - 6x^2 + 12$. Question: What is the work done by this force on the particle as it moves from $x = 0$ to $x = x_0$?",$-(\frac{-3}{5}x_0^5 + 2x_0^4 - 2x_0^3 + 12x_0)$,$(-3x_0^4 + 8x_0^3 - 6x_0^2 + 12)(x_0)$,$\frac{1}{2}((-3x_0^4 + 8x_0^3 - 6x_0^2 + 12) + (12))(x_0)$,$\frac{d}{dx}[-\frac{3}{5}x^5 + 2x^4 - 2x^3 + 12x]$,$-\frac{3}{5}x_0^5 + 2x_0^4 - 2x_0^3 + 12x_0$,,,,,,E,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_6
PHY1-F-CWDVF-10052025::work_problem_7,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 7,10,Situation: The force on an object moving along the x-axis is described by $F(x) = 10x^4 - 9x^3 + 2x^2 - 5$. Question: Calculate the work done by the force as the object moves from $x = 0$ to a final position of $x = L$.,$\frac{1}{2}((10L^4 - 9L^3 + 2L^2 - 5) + (-5))(L)$,$2L^5 - \frac{9}{4}L^4 + \frac{2}{3}L^3 - 5L$,$\frac{d}{dx}[2x^5 - \frac{9}{4}x^4 + \frac{2}{3}x^3 - 5x]$,$(10L^4 - 9L^3 + 2L^2 - 5)(L)$,$-(2L^5 - \frac{9}{4}L^4 + \frac{2}{3}L^3 - 5L)$,,,,,,B,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_7
PHY1-F-CWDVF-10052025::work_problem_8,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 8,10,"Situation: An external force is applied to a crate, causing it to move. The force varies with position as $F(x) = 2.5x^4 + 1.5x^3 - 4x^2 + 1$. Question: Which of the following expressions gives the work done by this force from $x = 0$ to $x = x_f$?",$\frac{1}{2}x_f^5 + \frac{3}{8}x_f^4 - \frac{4}{3}x_f^3 + x_f$,$-(\frac{1}{2}x_f^5 + \frac{3}{8}x_f^4 - \frac{4}{3}x_f^3 + x_f)$,$\frac{1}{2}((2.5x_f^4 + 1.5x_f^3 - 4x_f^2 + 1) + (1))(x_f)$,$(2.5x_f^4 + 1.5x_f^3 - 4x_f^2 + 1)(x_f)$,$\frac{d}{dx}[\frac{1}{2}x^5 + \frac{3}{8}x^4 - \frac{4}{3}x^3 + x]$,,,,,,A,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_8
PHY1-F-CWDVF-10052025::work_problem_9,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 9,10,Situation: A toy car is propelled by a motor that provides a force given by $F(x) = -4x^4 - 2x^3 + 11x^2 + 6$. Question: Determine the work done by the motor as the car travels from the origin $x = 0$ to a final position $x = L$.,$\frac{1}{2}((-4L^4 - 2L^3 + 11L^2 + 6) + (6))(L)$,$-(-\frac{4}{5}L^5 - \frac{1}{2}L^4 + \frac{11}{3}L^3 + 6L)$,$-\frac{4}{5}L^5 - \frac{1}{2}L^4 + \frac{11}{3}L^3 + 6L$,$(-4L^4 - 2L^3 + 11L^2 + 6)(L)$,$\frac{d}{dx}[-\frac{4}{5}x^5 - \frac{1}{2}x^4 + \frac{11}{3}x^3 + 6x]$,,,,,,C,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_9
PHY1-F-CWDVF-10052025::work_problem_10,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 10,10,Situation: A bead on a wire is subjected to a force $F(x) = 7x^4 + 5x^3 - x^2 - 8$. Question: What is the work done by the force in moving the bead from $x = 0$ to $x = a$?,$\frac{1}{2}((7a^4 + 5a^3 - a^2 - 8) + (-8))(a)$,$-(\frac{7}{5}a^5 + \frac{5}{4}a^4 - \frac{1}{3}a^3 - 8a)$,$\frac{7}{5}a^5 + \frac{5}{4}a^4 - \frac{1}{3}a^3 - 8a$,$(7a^4 + 5a^3 - a^2 - 8)(a)$,$\frac{d}{dx}[\frac{7}{5}x^5 + \frac{5}{4}x^4 - \frac{1}{3}x^3 - 8x]$,,,,,,C,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_10
PHY1-F-CWDVF-10052025::work_problem_11,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 11,10,Situation: An object is acted upon by a force $F(x) = \frac{1}{4}x^4 - \frac{1}{3}x^3 + \frac{1}{2}x^2 + 1$. Question: Find the work done by this force as the object moves from position $x=0$ to position $x=d$.,$-(\frac{1}{20}d^5 - \frac{1}{12}d^4 + \frac{1}{6}d^3 + d)$,$\frac{1}{20}d^5 - \frac{1}{12}d^4 + \frac{1}{6}d^3 + d$,$(\frac{1}{4}d^4 - \frac{1}{3}d^3 + \frac{1}{2}d^2 + 1)(d)$,$\frac{1}{2}((\frac{1}{4}d^4 - \frac{1}{3}d^3 + \frac{1}{2}d^2 + 1) + (1))(d)$,$\frac{d}{dx}[\frac{1}{20}x^5 - \frac{1}{12}x^4 + \frac{1}{6}x^3 + x]$,,,,,,B,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_11
PHY1-F-CWDVF-10052025::work_problem_12,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 12,10,"Situation: A force is defined by the function $F(x) = ax^4 - bx^3 + cx^2 - d$, where $a, b, c,$ and $d$ are positive constants. Question: What is the work done by this force over the interval from $x=0$ to $x=L$?",$\frac{a}{5}L^5 - \frac{b}{4}L^4 + \frac{c}{3}L^3 - dL$,$\frac{1}{2}((aL^4 - bL^3 + cL^2 - d) + (-d))(L)$,$\frac{d}{dx}[\frac{a}{5}x^5 - \frac{b}{4}x^4 + \frac{c}{3}x^3 - dx]$,$(aL^4 - bL^3 + cL^2 - d)(L)$,$-(\frac{a}{5}L^5 - \frac{b}{4}L^4 + \frac{c}{3}L^3 - dL)$,,,,,,A,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_12
PHY1-F-CWDVF-10052025::work_problem_13,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 13,10,Situation: The net force on a particle moving in one dimension is given by $F(x) = 9x^4 + 4x^3 - 7x^2 + 2$. Question: Determine the work done by the net force as the particle moves from $x=0$ to $x=x_2$.,$(9x_2^4 + 4x_2^3 - 7x_2^2 + 2)(x_2)$,$\frac{1}{2}((9x_2^4 + 4x_2^3 - 7x_2^2 + 2) + (2))(x_2)$,$\frac{d}{dx}[\frac{9}{5}x^5 + x^4 - \frac{7}{3}x^3 + 2x]$,$-(\frac{9}{5}x_2^5 + x_2^4 - \frac{7}{3}x_2^3 + 2x_2)$,$\frac{9}{5}x_2^5 + x_2^4 - \frac{7}{3}x_2^3 + 2x_2$,,,,,,E,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_13
PHY1-F-CWDVF-10052025::work_problem_14,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 14,10,"Situation: A variable force acts on a body, described by $F(x) = -6x^4 + 2x^3 + 5x^2 - 1$. Question: Calculate the work done by this force as the body is displaced from position $x=0$ to position $x=x_B$.",$-(-\frac{6}{5}x_B^5 + \frac{1}{2}x_B^4 + \frac{5}{3}x_B^3 - x_B)$,$\frac{1}{2}((-6x_B^4 + 2x_B^3 + 5x_B^2 - 1) + (-1))(x_B)$,$\frac{d}{dx}[-\frac{6}{5}x^5 + \frac{1}{2}x^4 + \frac{5}{3}x^3 - x]$,$(-6x_B^4 + 2x_B^3 + 5x_B^2 - 1)(x_B)$,$-\frac{6}{5}x_B^5 + \frac{1}{2}x_B^4 + \frac{5}{3}x_B^3 - x_B$,,,,,,E,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_14
PHY1-F-CWDVF-10052025::work_problem_15,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 15,10,"Situation: The force exerted by a special spring is not linear and follows the equation $F(x) = -k_4x^4 - k_3x^3 - k_2x^2 - k_1$, where the $k_i$ are constants. Question: What is the work that must be done by an external agent to move an object against this spring force from $x=0$ to a final position $x_f$?",$-\frac{k_4}{5}x_f^5 - \frac{k_3}{4}x_f^4 - \frac{k_2}{3}x_f^3 - k_1x_f$,$\frac{1}{2}((-k_4x_f^4 - k_3x_f^3 - k_2x_f^2 - k_1) + (-k_1))(x_f)$,$\frac{d}{dx}[-\frac{k_4}{5}x^5 - \frac{k_3}{4}x^4 - \frac{k_2}{3}x^3 - k_1x]$,$-(-\frac{k_4}{5}x_f^5 - \frac{k_3}{4}x_f^4 - \frac{k_2}{3}x_f^3 - k_1x_f)$,$(-k_4x_f^4 - k_3x_f^3 - k_2x_f^2 - k_1)(x_f)$,,,,,,A,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_15
PHY1-F-CWDVF-10052025::work_problem_16,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 16,10,Situation: A rocket sled is propelled along a track by an engine that produces a thrust force varying with its position $x$ as $F(x) = 12x^4 - 5x^3 + 20x^2 - 100$. Question: What is the work done by the engine as the sled moves from its starting position $x = 0$ to its final position $x = b$?,$\frac{1}{2}((12b^4 - 5b^3 + 20b^2 - 100) + (-100))(b)$,$\frac{d}{dx}[\frac{12}{5}x^5 - \frac{5}{4}x^4 + \frac{20}{3}x^3 - 100x]$,$-(\frac{12}{5}b^5 - \frac{5}{4}b^4 + \frac{20}{3}b^3 - 100b)$,$(12b^4 - 5b^3 + 20b^2 - 100)(b)$,$\frac{12}{5}b^5 - \frac{5}{4}b^4 + \frac{20}{3}b^3 - 100b$,,,,,,E,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_16
PHY1-F-CWDVF-10052025::work_problem_17,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 17,10,Situation: The force exerted by a magnetic field on a metallic object moving along the x-axis is given by $F(x) = -2x^4 + 7x^3 - 4x^2 + 9$. Question: Which expression correctly calculates the work done by the magnetic force as the object is displaced from $x=0$ to $x=L$?,$(-2L^4 + 7L^3 - 4L^2 + 9)(L)$,$\frac{1}{2}((-2L^4 + 7L^3 - 4L^2 + 9) + (9))(L)$,$-(\frac{2}{5}L^5 + \frac{7}{4}L^4 - \frac{4}{3}L^3 + 9L)$,$-\frac{2}{5}L^5 + \frac{7}{4}L^4 - \frac{4}{3}L^3 + 9L$,$\frac{d}{dx}[-\frac{2}{5}x^5 + \frac{7}{4}x^4 - \frac{4}{3}x^3 + 9x]$,,,,,,D,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_17
PHY1-F-CWDVF-10052025::work_problem_18,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 18,10,"Situation: An object is subject to a restoring force from an exotic material, described by the function $F(x) = -k x^4 - j x^3 - h x^2 - g$, where $k, j, h,$ and $g$ are constants. Question: Determine the work done by this restoring force as the object moves from $x=0$ to a final position $x_2$.",$\frac{1}{2}((-k x_2^4 - j x_2^3 - h x_2^2 - g) + (-g))(x_2)$,$\frac{d}{dx}[-\frac{k}{5}x^5 - \frac{j}{4}x^4 - \frac{h}{3}x^3 - g*x]$,$-\frac{k}{5}x_2^5 - \frac{j}{4}x_2^4 - \frac{h}{3}x_2^3 - g x_2$,$-(-\frac{k}{5}x_2^5 - \frac{j}{4}x_2^4 - \frac{h}{3}x_2^3 - g x_2)$,$(-k x_2^4 - j x_2^3 - h x_2^2 - g)(x_2)$,,,,,,C,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_18
PHY1-F-CWDVF-10052025::work_problem_19,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 19,10,Situation: A particle moves under the influence of a force $F(x) = \frac{3}{2}x^4 + \frac{5}{3}x^3 - \frac{1}{4}x^2 + 5$. Question: What is the work done on the particle as it travels from position $x=0$ to $x=d$?,$\frac{3}{10}d^5 + \frac{5}{12}d^4 - \frac{1}{12}d^3 + 5d$,$\frac{d}{dx}[\frac{3}{10}x^5 + \frac{5}{12}x^4 - \frac{1}{12}x^3 + 5x]$,$-(\frac{3}{10}d^5 + \frac{5}{12}d^4 - \frac{1}{12}d^3 + 5d)$,$(\frac{3}{2}d^4 + \frac{5}{3}d^3 - \frac{1}{4}d^2 + 5)(d)$,$\frac{1}{2}((\frac{3}{2}d^4 + \frac{5}{3}d^3 - \frac{1}{4}d^2 + 5) + (5))(d)$,,,,,,A,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_19
PHY1-F-CWDVF-10052025::work_problem_20,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 20,10,"Situation: The propulsive force of a small watercraft varies with its distance from the dock, $x$, according to the equation $F(x) = 21x^4 - 16x^3 + 9x^2 - 2$. Question: Find the work done by the propulsion system as the craft moves from $x = 0$ to $x = x_0$.",$\frac{1}{2}((21x_0^4 - 16x_0^3 + 9x_0^2 - 2) + (-2))(x_0)$,$(21x_0^4 - 16x_0^3 + 9x_0^2 - 2)(x_0)$,$\frac{21}{5}x_0^5 - 4x_0^4 + 3x_0^3 - 2x_0$,$-(\frac{21}{5}x_0^5 - 4x_0^4 + 3x_0^3 - 2x_0)$,$\frac{d}{dx}[\frac{21}{5}x^5 - 4x^4 + 3x^3 - 2x]$,,,,,,C,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_20
PHY1-F-CWDVF-10052025::work_problem_21,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 21,10,Situation: A piston in an engine is driven by a force that changes with its position $x$ as $F(x) = 15x^4 + 10x^3 - 8x^2 + 3$. Question: Which expression represents the work done by this force during a stroke from $x = 0$ to $x = L$?,$3L^5 + \frac{5}{2}L^4 - \frac{8}{3}L^3 + 3L$,$(15L^4 + 10L^3 - 8L^2 + 3)(L)$,$\frac{d}{dx}[3x^5 + \frac{5}{2}x^4 - \frac{8}{3}x^3 + 3x]$,$-(3L^5 + \frac{5}{2}L^4 - \frac{8}{3}L^3 + 3L)$,$\frac{1}{2}((15L^4 + 10L^3 - 8L^2 + 3) + (3))(L)$,,,,,,A,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_21
PHY1-F-CWDVF-10052025::work_problem_22,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 22,10,Situation: A force acting on a particle is given by $F(x) = -x^4 - x^3 - x^2 - 1$. Question: What is the work done by this force as the particle moves from $x=0$ to $x=a$?,$-(-\frac{1}{5}a^5 - \frac{1}{4}a^4 - \frac{1}{3}a^3 - a)$,$\frac{d}{dx}[-\frac{1}{5}x^5 - \frac{1}{4}x^4 - \frac{1}{3}x^3 - x]$,$(-a^4 - a^3 - a^2 - 1)(a)$,$-\frac{1}{5}a^5 - \frac{1}{4}a^4 - \frac{1}{3}a^3 - a$,$\frac{1}{2}((-a^4 - a^3 - a^2 - 1) + (-1))(a)$,,,,,,D,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_22
PHY1-F-CWDVF-10052025::work_problem_23,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 23,10,"Situation: The force required to stretch a non-ideal spring is described by the polynomial $F(x) = \alpha x^4 + \beta x^3 + \gamma x^2 + \delta$, where $\alpha, \beta, \gamma,$ and $\delta$ are physical constants. Question: Find the work done in stretching this spring from $x=0$ to a final displacement $x_f$.",$\frac{\alpha}{5}x_f^5 + \frac{\beta}{4}x_f^4 + \frac{\gamma}{3}x_f^3 + \delta x_f$,$(\alpha x_f^4 + \beta x_f^3 + \gamma x_f^2 + \delta)(x_f)$,$\frac{d}{dx}[\frac{\alpha}{5}x^5 + \frac{\beta}{4}x^4 + \frac{\gamma}{3}x^3 + \delta x]$,$\frac{1}{2}((\alpha x_f^4 + \beta x_f^3 + \gamma x_f^2 + \delta) + (\delta))(x_f)$,$-(\frac{\alpha}{5}x_f^5 + \frac{\beta}{4}x_f^4 + \frac{\gamma}{3}x_f^3 + \delta x_f)$,,,,,,A,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_23
PHY1-F-CWDVF-10052025::work_problem_24,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 24,10,Situation: An object moves along the x-axis under the influence of a force $F(x) = -8x^4 + 3x^3 - 10x^2 - 5$. Question: What is the work done on the object as it moves from $x=0$ to $x=c$?,$-(-\frac{8}{5}c^5 + \frac{3}{4}c^4 - \frac{10}{3}c^3 - 5c)$,$(-8c^4 + 3c^3 - 10c^2 - 5)(c)$,$\frac{1}{2}((-8c^4 + 3c^3 - 10c^2 - 5) + (-5))(c)$,$-\frac{8}{5}c^5 + \frac{3}{4}c^4 - \frac{10}{3}c^3 - 5c$,$\frac{d}{dx}[-\frac{8}{5}x^5 + \frac{3}{4}x^4 - \frac{10}{3}x^3 - 5x]$,,,,,,D,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_24
PHY1-F-CWDVF-10052025::work_problem_25,PHY1-F-CWDVF-10052025,5_Kinetic Energy and Work,,Work Done by a Variable Force 25,10,Situation: The force acting on a block is given by the expression $F(x) = 1.6x^4 - 2.4x^3 + 3.2x^2 + 4.8$. Question: Determine the symbolic expression for the work done by this force as the block moves from $x=0$ to a final position $x_{end}$.,$-(\frac{1.6}{5}x_{end}^5 - 0.6x_{end}^4 + \frac{3.2}{3}x_{end}^3 + 4.8x_{end})$,$\frac{d}{dx}[\frac{1.6}{5}x^5 - 0.6x^4 + \frac{3.2}{3}x^3 + 4.8x]$,$\frac{1.6}{5}x_{end}^5 - 0.6x_{end}^4 + \frac{3.2}{3}x_{end}^3 + 4.8x_{end}$,$(1.6x_{end}^4 - 2.4x_{end}^3 + 3.2x_{end}^2 + 4.8)(x_{end})$,$\frac{1}{2}((1.6x_{end}^4 - 2.4x_{end}^3 + 3.2x_{end}^2 + 4.8) + (4.8))(x_{end})$,,,,,,C,5,,PHY I Mechanics/5_Kinetic Energy and Work/PHY1-F-CWDVF-10052025/PHY1-F-CWDVF-10052025.yaml,work_problem_25
